Año,ID_MUNICIPIO,Municipio,Concepto,Valor
2017,58,Santa Ana,15000 Otras prestaciones sociales y económicas,NA
2017,58,Santa Ana,16000 Previsiones,NA
2017,58,Santa Ana,17000 Pago de estímulos a servidores públicos,NA
2017,58,Santa Ana,"21000 Materiales de administración, emisión de documentos y artículos oficiales",3427275
2017,58,Santa Ana,22000 Alimentos y utensilios,NA
2017,58,Santa Ana,24000 Materiales y artículos de construcción y de reparación,NA
2017,58,Santa Ana,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",NA
2017,58,Santa Ana,"26000 Combustibles, lubricantes y aditivos",NA
2017,58,Santa Ana,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",NA
2017,58,Santa Ana,28000 Materiales y suministros para seguridad,NA
2017,58,Santa Ana,"29000 Herramientas, refacciones y accesorios menores",NA
2017,58,Santa Ana,31000 Servicios básicos,NA
2017,58,Santa Ana,32000 Servicios de arrendamiento,NA
2017,58,Santa Ana,"33000 Servicios profesionales, científicos, técnicos y otros servicios",NA
2017,58,Santa Ana,"34000 Servicios financieros, bancarios y comerciales",NA
2017,58,Santa Ana,"35000 Servicios de instalación, reparación, mantenimiento y conservación",NA
2017,58,Santa Ana,36000 Servicios de comunicación social y publicidad,NA
2017,58,Santa Ana,37000 Servicios de traslado y viáticos,NA
2017,58,Santa Ana,38000 Servicios oficiales,NA
2017,58,Santa Ana,39000 Otros servicios generales,4541082
2017,58,Santa Ana,41000 Transferencias internas y asignaciones al sector público,3659986
2017,58,Santa Ana,43000 Subsidios y subvenciones,NA
2017,58,Santa Ana,44000 Ayudas sociales,NA
2017,58,Santa Ana,45000 Pensiones y jubilaciones,NA
2017,58,Santa Ana,51000 Mobiliario y equipo de administración,293608
2017,58,Santa Ana,52000 Mobiliario y equipo educacional y recreativo,NA
2017,58,Santa Ana,54000 Vehículos y equipo de transporte,NA
2017,58,Santa Ana,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2017,58,Santa Ana,"56000 Maquinaria, otros equipos y herramientas",NA
2017,58,Santa Ana,57000 Activos biológicos,NA
2017,58,Santa Ana,58000 Bienes inmuebles,NA
2017,58,Santa Ana,59000 Activos intangibles,NA
2017,58,Santa Ana,61000 Obra pública en bienes de dominio público,3911459
2017,58,Santa Ana,62000 Obra pública en bienes propios,NA
2017,58,Santa Ana,63000 Proyectos productivos y acciones de fomento,NA
2017,58,Santa Ana,71000 Inversiones para el fomento de actividades productivas,NA
2017,58,Santa Ana,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2017,58,Santa Ana,91000 Amortización de la deuda pública,NA
2017,58,Santa Ana,92000 Intereses de la deuda pública,NA
2017,58,Santa Ana,93000 Comisiones de la deuda pública,NA
2017,58,Santa Ana,94000 Gastos de la deuda pública,NA
2017,58,Santa Ana,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),763408
2017,58,Santa Ana,  Egresos diversos,NA
2017,59,Santa Cruz,11000 Remuneraciones al personal,3422517
2017,59,Santa Cruz,13000 Remuneraciones adicionales y especiales,385696
2017,59,Santa Cruz,14000 Seguridad social,696438
2017,59,Santa Cruz,15000 Otras prestaciones sociales y económicas,22291
2017,59,Santa Cruz,16000 Previsiones,NA
2017,59,Santa Cruz,17000 Pago de estímulos a servidores públicos,NA
2017,59,Santa Cruz,"21000 Materiales de administración, emisión de documentos y artículos oficiales",126137
2017,59,Santa Cruz,22000 Alimentos y utensilios,96431
2017,59,Santa Cruz,24000 Materiales y artículos de construcción y de reparación,202136
2017,59,Santa Cruz,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",19130
2017,59,Santa Cruz,"26000 Combustibles, lubricantes y aditivos",2194758
2017,59,Santa Cruz,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",6109
2017,59,Santa Cruz,28000 Materiales y suministros para seguridad,NA
2017,59,Santa Cruz,"29000 Herramientas, refacciones y accesorios menores",267961
2017,59,Santa Cruz,31000 Servicios básicos,1239255
2017,59,Santa Cruz,32000 Servicios de arrendamiento,11340
2017,59,Santa Cruz,"33000 Servicios profesionales, científicos, técnicos y otros servicios",215374
2017,59,Santa Cruz,"34000 Servicios financieros, bancarios y comerciales",142387
2017,59,Santa Cruz,"35000 Servicios de instalación, reparación, mantenimiento y conservación",839741
2017,59,Santa Cruz,36000 Servicios de comunicación social y publicidad,NA
2017,59,Santa Cruz,37000 Servicios de traslado y viáticos,387520
2017,59,Santa Cruz,38000 Servicios oficiales,191249
2017,59,Santa Cruz,39000 Otros servicios generales,33021
2017,59,Santa Cruz,41000 Transferencias internas y asignaciones al sector público,220990
2017,59,Santa Cruz,43000 Subsidios y subvenciones,NA
2017,59,Santa Cruz,44000 Ayudas sociales,475259
2017,59,Santa Cruz,45000 Pensiones y jubilaciones,280439
2017,59,Santa Cruz,51000 Mobiliario y equipo de administración,3334
2017,59,Santa Cruz,52000 Mobiliario y equipo educacional y recreativo,NA
2017,59,Santa Cruz,54000 Vehículos y equipo de transporte,343500
2017,59,Santa Cruz,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2017,59,Santa Cruz,"56000 Maquinaria, otros equipos y herramientas",NA
2017,59,Santa Cruz,57000 Activos biológicos,NA
2017,59,Santa Cruz,58000 Bienes inmuebles,NA
2017,59,Santa Cruz,59000 Activos intangibles,NA
2017,59,Santa Cruz,61000 Obra pública en bienes de dominio público,19449186
2017,59,Santa Cruz,62000 Obra pública en bienes propios,930101
2017,59,Santa Cruz,63000 Proyectos productivos y acciones de fomento,NA
2017,59,Santa Cruz,71000 Inversiones para el fomento de actividades productivas,NA
2017,59,Santa Cruz,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2017,59,Santa Cruz,91000 Amortización de la deuda pública,NA
2017,59,Santa Cruz,92000 Intereses de la deuda pública,9925
2017,59,Santa Cruz,93000 Comisiones de la deuda pública,NA
2017,59,Santa Cruz,94000 Gastos de la deuda pública,NA
2017,59,Santa Cruz,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2017,59,Santa Cruz,  Egresos diversos,NA
2017,60,Sáric,11000 Remuneraciones al personal,5547889
2017,60,Sáric,13000 Remuneraciones adicionales y especiales,465262
2017,60,Sáric,14000 Seguridad social,NA
2017,60,Sáric,15000 Otras prestaciones sociales y económicas,NA
2017,60,Sáric,16000 Previsiones,NA
2017,60,Sáric,17000 Pago de estímulos a servidores públicos,NA
2017,60,Sáric,"21000 Materiales de administración, emisión de documentos y artículos oficiales",153563
2017,60,Sáric,22000 Alimentos y utensilios,156895
2017,60,Sáric,24000 Materiales y artículos de construcción y de reparación,3480
2017,60,Sáric,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",NA
2017,60,Sáric,"26000 Combustibles, lubricantes y aditivos",1448631
2017,60,Sáric,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",NA
2017,60,Sáric,28000 Materiales y suministros para seguridad,NA
2017,60,Sáric,"29000 Herramientas, refacciones y accesorios menores",NA
2017,60,Sáric,31000 Servicios básicos,1034747
2017,60,Sáric,32000 Servicios de arrendamiento,84000
2017,60,Sáric,"33000 Servicios profesionales, científicos, técnicos y otros servicios",NA
2017,60,Sáric,"34000 Servicios financieros, bancarios y comerciales",25281
2017,60,Sáric,"35000 Servicios de instalación, reparación, mantenimiento y conservación",1213525
2017,60,Sáric,36000 Servicios de comunicación social y publicidad,NA
2017,60,Sáric,37000 Servicios de traslado y viáticos,62511
2017,60,Sáric,38000 Servicios oficiales,40517
2017,60,Sáric,39000 Otros servicios generales,NA
2017,60,Sáric,41000 Transferencias internas y asignaciones al sector público,NA
2017,60,Sáric,43000 Subsidios y subvenciones,NA
2017,60,Sáric,44000 Ayudas sociales,1714105
2017,60,Sáric,45000 Pensiones y jubilaciones,NA
2017,60,Sáric,51000 Mobiliario y equipo de administración,8717
2017,60,Sáric,52000 Mobiliario y equipo educacional y recreativo,NA
2017,60,Sáric,54000 Vehículos y equipo de transporte,NA
2017,60,Sáric,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2017,60,Sáric,"56000 Maquinaria, otros equipos y herramientas",86348
2017,60,Sáric,57000 Activos biológicos,NA
2017,60,Sáric,58000 Bienes inmuebles,NA
2017,60,Sáric,59000 Activos intangibles,NA
2017,60,Sáric,61000 Obra pública en bienes de dominio público,6217876
2017,60,Sáric,62000 Obra pública en bienes propios,30000
2017,60,Sáric,63000 Proyectos productivos y acciones de fomento,NA
2017,60,Sáric,71000 Inversiones para el fomento de actividades productivas,NA
2017,60,Sáric,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2017,60,Sáric,91000 Amortización de la deuda pública,NA
2017,60,Sáric,92000 Intereses de la deuda pública,NA
2017,60,Sáric,93000 Comisiones de la deuda pública,NA
2017,60,Sáric,94000 Gastos de la deuda pública,NA
2017,60,Sáric,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2017,60,Sáric,  Egresos diversos,NA
2017,61,Soyopa,11000 Remuneraciones al personal,4235679
2017,61,Soyopa,13000 Remuneraciones adicionales y especiales,122567
2017,61,Soyopa,14000 Seguridad social,953968
2017,61,Soyopa,15000 Otras prestaciones sociales y económicas,46403
2017,61,Soyopa,16000 Previsiones,NA
2017,61,Soyopa,17000 Pago de estímulos a servidores públicos,NA
2017,61,Soyopa,"21000 Materiales de administración, emisión de documentos y artículos oficiales",36384
2017,61,Soyopa,22000 Alimentos y utensilios,79130
2017,61,Soyopa,24000 Materiales y artículos de construcción y de reparación,258464
2017,61,Soyopa,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",NA
2017,61,Soyopa,"26000 Combustibles, lubricantes y aditivos",1566329
2017,61,Soyopa,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",27980
2017,61,Soyopa,28000 Materiales y suministros para seguridad,NA
2017,61,Soyopa,"29000 Herramientas, refacciones y accesorios menores",NA
2017,61,Soyopa,31000 Servicios básicos,1182955
2017,61,Soyopa,32000 Servicios de arrendamiento,129600
2017,61,Soyopa,"33000 Servicios profesionales, científicos, técnicos y otros servicios",60600
2017,61,Soyopa,"34000 Servicios financieros, bancarios y comerciales",61676
2017,61,Soyopa,"35000 Servicios de instalación, reparación, mantenimiento y conservación",1030470
2017,61,Soyopa,36000 Servicios de comunicación social y publicidad,NA
2017,61,Soyopa,37000 Servicios de traslado y viáticos,50805
2017,61,Soyopa,38000 Servicios oficiales,337629
2017,61,Soyopa,39000 Otros servicios generales,6219
2017,61,Soyopa,41000 Transferencias internas y asignaciones al sector público,166989
2017,61,Soyopa,43000 Subsidios y subvenciones,NA
2017,61,Soyopa,44000 Ayudas sociales,430563
2017,61,Soyopa,45000 Pensiones y jubilaciones,NA
2017,61,Soyopa,51000 Mobiliario y equipo de administración,19519
2017,61,Soyopa,52000 Mobiliario y equipo educacional y recreativo,NA
2017,61,Soyopa,54000 Vehículos y equipo de transporte,NA
2017,61,Soyopa,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2017,61,Soyopa,"56000 Maquinaria, otros equipos y herramientas",11768
2017,61,Soyopa,57000 Activos biológicos,NA
2017,61,Soyopa,58000 Bienes inmuebles,NA
2017,61,Soyopa,59000 Activos intangibles,NA
2017,61,Soyopa,61000 Obra pública en bienes de dominio público,4141925
2017,61,Soyopa,62000 Obra pública en bienes propios,2015694
2017,61,Soyopa,63000 Proyectos productivos y acciones de fomento,NA
2017,61,Soyopa,71000 Inversiones para el fomento de actividades productivas,NA
2017,61,Soyopa,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2017,61,Soyopa,91000 Amortización de la deuda pública,NA
2017,61,Soyopa,92000 Intereses de la deuda pública,2862
2017,61,Soyopa,93000 Comisiones de la deuda pública,NA
2017,61,Soyopa,94000 Gastos de la deuda pública,NA
2017,61,Soyopa,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2017,61,Soyopa,  Egresos diversos,NA
2017,62,Suaqui Grande,11000 Remuneraciones al personal,3477422
2017,62,Suaqui Grande,13000 Remuneraciones adicionales y especiales,1203805
2017,62,Suaqui Grande,14000 Seguridad social,1154432
2017,62,Suaqui Grande,15000 Otras prestaciones sociales y económicas,NA
2017,62,Suaqui Grande,16000 Previsiones,NA
2017,62,Suaqui Grande,17000 Pago de estímulos a servidores públicos,NA
2017,62,Suaqui Grande,"21000 Materiales de administración, emisión de documentos y artículos oficiales",59129
2017,62,Suaqui Grande,22000 Alimentos y utensilios,73987
2017,62,Suaqui Grande,24000 Materiales y artículos de construcción y de reparación,NA
2017,62,Suaqui Grande,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",6650
2017,62,Suaqui Grande,"26000 Combustibles, lubricantes y aditivos",1016232
2017,62,Suaqui Grande,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",39734
2017,62,Suaqui Grande,28000 Materiales y suministros para seguridad,5000
2017,62,Suaqui Grande,"29000 Herramientas, refacciones y accesorios menores",15000
2017,62,Suaqui Grande,31000 Servicios básicos,398017
2017,62,Suaqui Grande,32000 Servicios de arrendamiento,120000
2017,62,Suaqui Grande,"33000 Servicios profesionales, científicos, técnicos y otros servicios",NA
2017,62,Suaqui Grande,"34000 Servicios financieros, bancarios y comerciales",50717
2017,62,Suaqui Grande,"35000 Servicios de instalación, reparación, mantenimiento y conservación",421382
2017,62,Suaqui Grande,36000 Servicios de comunicación social y publicidad,12537
2017,62,Suaqui Grande,37000 Servicios de traslado y viáticos,57657
2017,62,Suaqui Grande,38000 Servicios oficiales,144038
2017,62,Suaqui Grande,39000 Otros servicios generales,10048
2017,62,Suaqui Grande,41000 Transferencias internas y asignaciones al sector público,NA
2017,62,Suaqui Grande,43000 Subsidios y subvenciones,NA
2017,62,Suaqui Grande,44000 Ayudas sociales,561680
2017,62,Suaqui Grande,45000 Pensiones y jubilaciones,194100
2017,62,Suaqui Grande,51000 Mobiliario y equipo de administración,NA
2017,62,Suaqui Grande,52000 Mobiliario y equipo educacional y recreativo,NA
2017,62,Suaqui Grande,54000 Vehículos y equipo de transporte,NA
2017,62,Suaqui Grande,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2017,62,Suaqui Grande,"56000 Maquinaria, otros equipos y herramientas",NA
2017,62,Suaqui Grande,57000 Activos biológicos,NA
2017,62,Suaqui Grande,58000 Bienes inmuebles,NA
2017,62,Suaqui Grande,59000 Activos intangibles,NA
2017,62,Suaqui Grande,61000 Obra pública en bienes de dominio público,3201811
2017,62,Suaqui Grande,62000 Obra pública en bienes propios,345744
2017,62,Suaqui Grande,63000 Proyectos productivos y acciones de fomento,NA
2017,62,Suaqui Grande,71000 Inversiones para el fomento de actividades productivas,NA
2017,62,Suaqui Grande,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2017,62,Suaqui Grande,91000 Amortización de la deuda pública,NA
2017,62,Suaqui Grande,92000 Intereses de la deuda pública,135192
2017,62,Suaqui Grande,93000 Comisiones de la deuda pública,NA
2017,62,Suaqui Grande,94000 Gastos de la deuda pública,NA
2017,62,Suaqui Grande,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2017,62,Suaqui Grande,  Egresos diversos,NA
2017,63,Tepache,11000 Remuneraciones al personal,4695891
2017,63,Tepache,13000 Remuneraciones adicionales y especiales,552935
2017,63,Tepache,14000 Seguridad social,1787263
2017,63,Tepache,15000 Otras prestaciones sociales y económicas,7747
2017,63,Tepache,16000 Previsiones,NA
2017,63,Tepache,17000 Pago de estímulos a servidores públicos,NA
2017,63,Tepache,"21000 Materiales de administración, emisión de documentos y artículos oficiales",67045
2017,63,Tepache,22000 Alimentos y utensilios,57131
2017,63,Tepache,24000 Materiales y artículos de construcción y de reparación,71084
2017,63,Tepache,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",800
2017,63,Tepache,"26000 Combustibles, lubricantes y aditivos",2015171
2017,63,Tepache,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",4141
2017,63,Tepache,28000 Materiales y suministros para seguridad,870
2017,63,Tepache,"29000 Herramientas, refacciones y accesorios menores",4572
2017,63,Tepache,31000 Servicios básicos,1016444
2017,63,Tepache,32000 Servicios de arrendamiento,183280
2017,63,Tepache,"33000 Servicios profesionales, científicos, técnicos y otros servicios",293309
2017,63,Tepache,"34000 Servicios financieros, bancarios y comerciales",33837
2017,63,Tepache,"35000 Servicios de instalación, reparación, mantenimiento y conservación",656333
2017,63,Tepache,36000 Servicios de comunicación social y publicidad,4060
2017,63,Tepache,37000 Servicios de traslado y viáticos,254060
2017,63,Tepache,38000 Servicios oficiales,310524
2017,63,Tepache,39000 Otros servicios generales,22275
2017,63,Tepache,41000 Transferencias internas y asignaciones al sector público,110181
2017,63,Tepache,43000 Subsidios y subvenciones,NA
2017,63,Tepache,44000 Ayudas sociales,168465
2017,63,Tepache,45000 Pensiones y jubilaciones,NA
2017,63,Tepache,51000 Mobiliario y equipo de administración,7999
2017,63,Tepache,52000 Mobiliario y equipo educacional y recreativo,NA
2017,63,Tepache,54000 Vehículos y equipo de transporte,NA
2017,63,Tepache,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2017,63,Tepache,"56000 Maquinaria, otros equipos y herramientas",48376
2017,63,Tepache,57000 Activos biológicos,NA
2017,63,Tepache,58000 Bienes inmuebles,NA
2017,63,Tepache,59000 Activos intangibles,NA
2017,63,Tepache,61000 Obra pública en bienes de dominio público,3207228
2017,63,Tepache,62000 Obra pública en bienes propios,NA
2017,63,Tepache,63000 Proyectos productivos y acciones de fomento,NA
2017,63,Tepache,71000 Inversiones para el fomento de actividades productivas,NA
2017,63,Tepache,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2017,63,Tepache,91000 Amortización de la deuda pública,4.00E+05
2017,63,Tepache,92000 Intereses de la deuda pública,15868
2017,63,Tepache,93000 Comisiones de la deuda pública,NA
2017,63,Tepache,94000 Gastos de la deuda pública,NA
2017,63,Tepache,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2017,63,Tepache,  Egresos diversos,NA
2017,64,Trincheras,11000 Remuneraciones al personal,5746769
2017,64,Trincheras,13000 Remuneraciones adicionales y especiales,735367
2017,64,Trincheras,14000 Seguridad social,2577619
2017,64,Trincheras,15000 Otras prestaciones sociales y económicas,NA
2017,64,Trincheras,16000 Previsiones,NA
2017,64,Trincheras,17000 Pago de estímulos a servidores públicos,NA
2017,64,Trincheras,"21000 Materiales de administración, emisión de documentos y artículos oficiales",160312
2017,64,Trincheras,22000 Alimentos y utensilios,98655
2017,64,Trincheras,24000 Materiales y artículos de construcción y de reparación,49729
2017,64,Trincheras,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",NA
2017,64,Trincheras,"26000 Combustibles, lubricantes y aditivos",908265
2017,64,Trincheras,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",NA
2017,64,Trincheras,28000 Materiales y suministros para seguridad,NA
2017,64,Trincheras,"29000 Herramientas, refacciones y accesorios menores",16486
2017,64,Trincheras,31000 Servicios básicos,1096196
2017,64,Trincheras,32000 Servicios de arrendamiento,79182
2017,64,Trincheras,"33000 Servicios profesionales, científicos, técnicos y otros servicios",5684
2017,64,Trincheras,"34000 Servicios financieros, bancarios y comerciales",22204
2017,64,Trincheras,"35000 Servicios de instalación, reparación, mantenimiento y conservación",458958
2017,64,Trincheras,36000 Servicios de comunicación social y publicidad,1740
2017,64,Trincheras,37000 Servicios de traslado y viáticos,70400
2017,64,Trincheras,38000 Servicios oficiales,199886
2017,64,Trincheras,39000 Otros servicios generales,39200
2017,64,Trincheras,41000 Transferencias internas y asignaciones al sector público,75430
2017,64,Trincheras,43000 Subsidios y subvenciones,NA
2017,64,Trincheras,44000 Ayudas sociales,363258
2017,64,Trincheras,45000 Pensiones y jubilaciones,NA
2017,64,Trincheras,51000 Mobiliario y equipo de administración,4225
2017,64,Trincheras,52000 Mobiliario y equipo educacional y recreativo,NA
2017,64,Trincheras,54000 Vehículos y equipo de transporte,NA
2017,64,Trincheras,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2017,64,Trincheras,"56000 Maquinaria, otros equipos y herramientas",NA
2017,64,Trincheras,57000 Activos biológicos,NA
2017,64,Trincheras,58000 Bienes inmuebles,NA
2017,64,Trincheras,59000 Activos intangibles,NA
2017,64,Trincheras,61000 Obra pública en bienes de dominio público,888923
2017,64,Trincheras,62000 Obra pública en bienes propios,1139333
2017,64,Trincheras,63000 Proyectos productivos y acciones de fomento,NA
2017,64,Trincheras,71000 Inversiones para el fomento de actividades productivas,NA
2017,64,Trincheras,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2017,64,Trincheras,91000 Amortización de la deuda pública,NA
2017,64,Trincheras,92000 Intereses de la deuda pública,19098
2017,64,Trincheras,93000 Comisiones de la deuda pública,NA
2017,64,Trincheras,94000 Gastos de la deuda pública,NA
2017,64,Trincheras,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2017,64,Trincheras,  Egresos diversos,NA
2017,65,Tubutama,11000 Remuneraciones al personal,3043867
2017,65,Tubutama,13000 Remuneraciones adicionales y especiales,317157
2017,65,Tubutama,14000 Seguridad social,2108198
2017,65,Tubutama,15000 Otras prestaciones sociales y económicas,NA
2017,65,Tubutama,16000 Previsiones,NA
2017,65,Tubutama,17000 Pago de estímulos a servidores públicos,NA
2017,65,Tubutama,"21000 Materiales de administración, emisión de documentos y artículos oficiales",146559
2017,65,Tubutama,22000 Alimentos y utensilios,16998
2017,65,Tubutama,24000 Materiales y artículos de construcción y de reparación,252034
2017,65,Tubutama,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",NA
2017,65,Tubutama,"26000 Combustibles, lubricantes y aditivos",1425803
2017,65,Tubutama,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",NA
2017,65,Tubutama,28000 Materiales y suministros para seguridad,NA
2017,65,Tubutama,"29000 Herramientas, refacciones y accesorios menores",79495
2017,65,Tubutama,31000 Servicios básicos,881105
2017,65,Tubutama,32000 Servicios de arrendamiento,271633
2017,65,Tubutama,"33000 Servicios profesionales, científicos, técnicos y otros servicios",NA
2017,65,Tubutama,"34000 Servicios financieros, bancarios y comerciales",14911
2017,65,Tubutama,"35000 Servicios de instalación, reparación, mantenimiento y conservación",525402
2017,65,Tubutama,36000 Servicios de comunicación social y publicidad,NA
2017,65,Tubutama,37000 Servicios de traslado y viáticos,66195
2017,65,Tubutama,38000 Servicios oficiales,315982
2017,65,Tubutama,39000 Otros servicios generales,36483
2017,65,Tubutama,41000 Transferencias internas y asignaciones al sector público,414226
2017,65,Tubutama,43000 Subsidios y subvenciones,NA
2017,65,Tubutama,44000 Ayudas sociales,152304
2017,65,Tubutama,45000 Pensiones y jubilaciones,NA
2017,65,Tubutama,51000 Mobiliario y equipo de administración,NA
2017,65,Tubutama,52000 Mobiliario y equipo educacional y recreativo,NA
2017,65,Tubutama,54000 Vehículos y equipo de transporte,NA
2017,65,Tubutama,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2017,65,Tubutama,"56000 Maquinaria, otros equipos y herramientas",NA
2017,65,Tubutama,57000 Activos biológicos,NA
2017,65,Tubutama,58000 Bienes inmuebles,NA
2017,65,Tubutama,59000 Activos intangibles,NA
2017,65,Tubutama,61000 Obra pública en bienes de dominio público,3403436
2017,65,Tubutama,62000 Obra pública en bienes propios,467858
2017,65,Tubutama,63000 Proyectos productivos y acciones de fomento,NA
2017,65,Tubutama,71000 Inversiones para el fomento de actividades productivas,NA
2017,65,Tubutama,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2017,65,Tubutama,91000 Amortización de la deuda pública,NA
2017,65,Tubutama,92000 Intereses de la deuda pública,514669
2017,65,Tubutama,93000 Comisiones de la deuda pública,NA
2017,65,Tubutama,94000 Gastos de la deuda pública,NA
2017,65,Tubutama,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2017,65,Tubutama,  Egresos diversos,NA
2017,66,Ures,11000 Remuneraciones al personal,10536459
2017,66,Ures,13000 Remuneraciones adicionales y especiales,3304847
2017,66,Ures,14000 Seguridad social,4209670
2017,66,Ures,15000 Otras prestaciones sociales y económicas,225731
2017,66,Ures,16000 Previsiones,NA
2017,66,Ures,17000 Pago de estímulos a servidores públicos,NA
2017,66,Ures,"21000 Materiales de administración, emisión de documentos y artículos oficiales",195764
2017,66,Ures,22000 Alimentos y utensilios,2873
2017,66,Ures,24000 Materiales y artículos de construcción y de reparación,22042
2017,66,Ures,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",7370
2017,66,Ures,"26000 Combustibles, lubricantes y aditivos",2521263
2017,66,Ures,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",131545
2017,66,Ures,28000 Materiales y suministros para seguridad,NA
2017,66,Ures,"29000 Herramientas, refacciones y accesorios menores",7481
2017,66,Ures,31000 Servicios básicos,2445059
2017,66,Ures,32000 Servicios de arrendamiento,115832
2017,66,Ures,"33000 Servicios profesionales, científicos, técnicos y otros servicios",23563
2017,66,Ures,"34000 Servicios financieros, bancarios y comerciales",109249
2017,66,Ures,"35000 Servicios de instalación, reparación, mantenimiento y conservación",1916670
2017,66,Ures,36000 Servicios de comunicación social y publicidad,580458
2017,66,Ures,37000 Servicios de traslado y viáticos,190844
2017,66,Ures,38000 Servicios oficiales,1016341
2017,66,Ures,39000 Otros servicios generales,380620
2017,66,Ures,41000 Transferencias internas y asignaciones al sector público,2057202
2017,66,Ures,43000 Subsidios y subvenciones,NA
2017,66,Ures,44000 Ayudas sociales,2882580
2017,66,Ures,45000 Pensiones y jubilaciones,684341
2017,66,Ures,51000 Mobiliario y equipo de administración,NA
2017,66,Ures,52000 Mobiliario y equipo educacional y recreativo,NA
2017,66,Ures,54000 Vehículos y equipo de transporte,NA
2017,66,Ures,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2017,66,Ures,"56000 Maquinaria, otros equipos y herramientas",NA
2017,66,Ures,57000 Activos biológicos,NA
2017,66,Ures,58000 Bienes inmuebles,NA
2017,66,Ures,59000 Activos intangibles,NA
2017,66,Ures,61000 Obra pública en bienes de dominio público,12386261
2017,66,Ures,62000 Obra pública en bienes propios,1119745
2017,66,Ures,63000 Proyectos productivos y acciones de fomento,NA
2017,66,Ures,71000 Inversiones para el fomento de actividades productivas,NA
2017,66,Ures,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2017,66,Ures,91000 Amortización de la deuda pública,NA
2017,66,Ures,92000 Intereses de la deuda pública,369166
2017,66,Ures,93000 Comisiones de la deuda pública,NA
2017,66,Ures,94000 Gastos de la deuda pública,NA
2017,66,Ures,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2017,66,Ures,  Egresos diversos,NA
2017,67,Villa Hidalgo,11000 Remuneraciones al personal,2724571
2017,67,Villa Hidalgo,13000 Remuneraciones adicionales y especiales,3226274
2017,67,Villa Hidalgo,14000 Seguridad social,1459885
2017,67,Villa Hidalgo,15000 Otras prestaciones sociales y económicas,1.00E+05
2017,67,Villa Hidalgo,16000 Previsiones,NA
2017,67,Villa Hidalgo,17000 Pago de estímulos a servidores públicos,NA
2017,67,Villa Hidalgo,"21000 Materiales de administración, emisión de documentos y artículos oficiales",75756
2017,67,Villa Hidalgo,22000 Alimentos y utensilios,38874
2017,67,Villa Hidalgo,24000 Materiales y artículos de construcción y de reparación,92373
2017,67,Villa Hidalgo,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",10074
2017,67,Villa Hidalgo,"26000 Combustibles, lubricantes y aditivos",1248990
