Año,ent,entidad,indicador,tipo,porcentaje,miles_de_personas
2020,0,Nacional,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,22.5,28570.3
2020,0,Nacional,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,17.2,21856.6
2020,0,Nacional,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,52.8,66886.3
2020,1,Aguascalientes,Población en situación de pobreza,Pobreza,27.6,396461
2020,1,Aguascalientes,Población en situación de pobreza moderada,Pobreza,25.2,361777
2020,1,Aguascalientes,Población en situación de pobreza extrema,Pobreza,2.4,34684
2020,1,Aguascalientes,Población vulnerable por carencias sociales,Pobreza,25.6,367179
2020,1,Aguascalientes,Población vulnerable por ingresos,Pobreza,11.1,158938
2020,1,Aguascalientes,Población no pobre y no vulnerable,Pobreza,35.7,512487
2020,1,Aguascalientes,Rezago educativo,Carencia social,15.7,224850
2020,1,Aguascalientes,Carencia por acceso a los servicios de salud,Carencia social,20.2,289916
2020,1,Aguascalientes,Carencia por acceso a la seguridad social,Carencia social,36,516367
2020,1,Aguascalientes,Carencia por calidad y espacios de la vivienda,Carencia social,4,56704
2020,1,Aguascalientes,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,2.1,29561
2020,1,Aguascalientes,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,18.2,260509
2020,1,Aguascalientes,Población con al menos una carencia social,Privación social,53.2,763640
2020,1,Aguascalientes,Población con al menos tres carencias sociales,Privación social,10.4,149942
2020,1,Aguascalientes,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,8.6,123138
2020,1,Aguascalientes,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,38.7,555399
2020,2,Baja California,Población en situación de pobreza,Pobreza,22.5,851700
2020,2,Baja California,Población en situación de pobreza moderada,Pobreza,21,793692
2020,2,Baja California,Población en situación de pobreza extrema,Pobreza,1.5,58008
2020,2,Baja California,Población vulnerable por carencias sociales,Pobreza,34.4,1299748
2020,2,Baja California,Población vulnerable por ingresos,Pobreza,7.9,299780
2020,2,Baja California,Población no pobre y no vulnerable,Pobreza,35.2,1332404
2020,2,Baja California,Rezago educativo,Carencia social,16.1,608936
2020,2,Baja California,Carencia por acceso a los servicios de salud,Carencia social,24,907201
2020,2,Baja California,Carencia por acceso a la seguridad social,Carencia social,38.9,1472481
2020,2,Baja California,Carencia por calidad y espacios de la vivienda,Carencia social,6.8,257078
2020,2,Baja California,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,5,188454
2020,2,Baja California,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,13.4,505927
2020,2,Baja California,Población con al menos una carencia social,Privación social,56.9,2151448
2020,2,Baja California,Población con al menos tres carencias sociales,Privación social,10.8,409281
2020,2,Baja California,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,5.2,195992
2020,2,Baja California,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,30.4,1151480
2020,3,Baja California Sur,Población en situación de pobreza,Pobreza,27.6,223432
2020,3,Baja California Sur,Población en situación de pobreza moderada,Pobreza,24.7,199992
2020,3,Baja California Sur,Población en situación de pobreza extrema,Pobreza,2.9,23440
2020,3,Baja California Sur,Población vulnerable por carencias sociales,Pobreza,30,242558
2020,3,Baja California Sur,Población vulnerable por ingresos,Pobreza,8.2,66764
2020,3,Baja California Sur,Población no pobre y no vulnerable,Pobreza,34.2,276717
2020,3,Baja California Sur,Rezago educativo,Carencia social,14.5,117024
2020,3,Baja California Sur,Carencia por acceso a los servicios de salud,Carencia social,17.4,140818
2020,3,Baja California Sur,Carencia por acceso a la seguridad social,Carencia social,32.7,264506
2020,3,Baja California Sur,Carencia por calidad y espacios de la vivienda,Carencia social,11.4,92067
2020,3,Baja California Sur,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,9.4,76340
2020,3,Baja California Sur,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,23.4,189097
2020,3,Baja California Sur,Población con al menos una carencia social,Privación social,57.6,465990
2020,3,Baja California Sur,Población con al menos tres carencias sociales,Privación social,13,104877
2020,3,Baja California Sur,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,8.9,71683
2020,3,Baja California Sur,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,35.9,290196
2020,4,Campeche,Población en situación de pobreza,Pobreza,50.5,472448
2020,4,Campeche,Población en situación de pobreza moderada,Pobreza,38.5,359870
2020,4,Campeche,Población en situación de pobreza extrema,Pobreza,12,112578
2020,4,Campeche,Población vulnerable por carencias sociales,Pobreza,21,196415
2020,4,Campeche,Población vulnerable por ingresos,Pobreza,7.2,66917
2020,4,Campeche,Población no pobre y no vulnerable,Pobreza,21.3,198851
2020,4,Campeche,Rezago educativo,Carencia social,19.2,179002
2020,4,Campeche,Carencia por acceso a los servicios de salud,Carencia social,21,196361
2020,4,Campeche,Carencia por acceso a la seguridad social,Carencia social,54.9,512654
2020,4,Campeche,Carencia por calidad y espacios de la vivienda,Carencia social,13.5,126326
2020,4,Campeche,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,33.4,312238
2020,4,Campeche,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,26.1,244258
2020,4,Campeche,Población con al menos una carencia social,Privación social,71.6,668863
2020,4,Campeche,Población con al menos tres carencias sociales,Privación social,29.1,271787
2020,4,Campeche,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,22.8,212672
2020,4,Campeche,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,57.7,539365
2020,5,Coahuila,Población en situación de pobreza,Pobreza,25.6,812145
2020,5,Coahuila,Población en situación de pobreza moderada,Pobreza,23.1,731163
2020,5,Coahuila,Población en situación de pobreza extrema,Pobreza,2.6,80982
2020,5,Coahuila,Población vulnerable por carencias sociales,Pobreza,21.2,673278
2020,5,Coahuila,Población vulnerable por ingresos,Pobreza,14.6,461311
2020,5,Coahuila,Población no pobre y no vulnerable,Pobreza,38.6,1223597
2020,5,Coahuila,Rezago educativo,Carencia social,14.3,454554
2020,5,Coahuila,Carencia por acceso a los servicios de salud,Carencia social,21.6,685979
2020,5,Coahuila,Carencia por acceso a la seguridad social,Carencia social,28.2,895193
2020,5,Coahuila,Carencia por calidad y espacios de la vivienda,Carencia social,2.8,88841
2020,5,Coahuila,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,3.2,101461
2020,5,Coahuila,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,15.5,490942
2020,5,Coahuila,Población con al menos una carencia social,Privación social,46.9,1485423
2020,5,Coahuila,Población con al menos tres carencias sociales,Privación social,9.4,298422
2020,5,Coahuila,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,8.9,282682
2020,5,Coahuila,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,40.2,1273456
2020,6,Colima,Población en situación de pobreza,Pobreza,26.7,196045
2020,6,Colima,Población en situación de pobreza moderada,Pobreza,24.8,182393
2020,6,Colima,Población en situación de pobreza extrema,Pobreza,1.9,13652
2020,6,Colima,Población vulnerable por carencias sociales,Pobreza,32.8,241228
2020,6,Colima,Población vulnerable por ingresos,Pobreza,7.1,52008
2020,6,Colima,Población no pobre y no vulnerable,Pobreza,33.4,245148
2020,6,Colima,Rezago educativo,Carencia social,17.7,129690
2020,6,Colima,Carencia por acceso a los servicios de salud,Carencia social,19,139374
2020,6,Colima,Carencia por acceso a la seguridad social,Carencia social,42.2,309758
2020,6,Colima,Carencia por calidad y espacios de la vivienda,Carencia social,7.4,54525
2020,6,Colima,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,7.9,57724
2020,6,Colima,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,17.7,129836
2020,6,Colima,Población con al menos una carencia social,Privación social,59.5,437273
2020,6,Colima,Población con al menos tres carencias sociales,Privación social,12.7,93285
2020,6,Colima,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,6.3,45930
2020,6,Colima,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,33.8,248053
2020,7,Chiapas,Población en situación de pobreza,Pobreza,75.5,4218026
2020,7,Chiapas,Población en situación de pobreza moderada,Pobreza,46.4,2594888
2020,7,Chiapas,Población en situación de pobreza extrema,Pobreza,29,1623138
2020,7,Chiapas,Población vulnerable por carencias sociales,Pobreza,14.1,788826
2020,7,Chiapas,Población vulnerable por ingresos,Pobreza,3.3,183416
2020,7,Chiapas,Población no pobre y no vulnerable,Pobreza,7.1,397166
2020,7,Chiapas,Rezago educativo,Carencia social,32.5,1816546
2020,7,Chiapas,Carencia por acceso a los servicios de salud,Carencia social,37.1,2072578
2020,7,Chiapas,Carencia por acceso a la seguridad social,Carencia social,78.9,4410409
2020,7,Chiapas,Carencia por calidad y espacios de la vivienda,Carencia social,20,1117804
2020,7,Chiapas,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,55.8,3120306
2020,7,Chiapas,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,24.5,1369617
2020,7,Chiapas,Población con al menos una carencia social,Privación social,89.6,5006852
2020,7,Chiapas,Población con al menos tres carencias sociales,Privación social,50.4,2817519
2020,7,Chiapas,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,44.1,2466438
2020,7,Chiapas,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,78.8,4401442
2020,8,Chihuahua,Población en situación de pobreza,Pobreza,25.3,952484
2020,8,Chihuahua,Población en situación de pobreza moderada,Pobreza,22.4,842014
2020,8,Chihuahua,Población en situación de pobreza extrema,Pobreza,2.9,110470
2020,8,Chihuahua,Población vulnerable por carencias sociales,Pobreza,24.4,919909
2020,8,Chihuahua,Población vulnerable por ingresos,Pobreza,12.3,464607
2020,8,Chihuahua,Población no pobre y no vulnerable,Pobreza,37.9,1427016
2020,8,Chihuahua,Rezago educativo,Carencia social,16.2,608062
2020,8,Chihuahua,Carencia por acceso a los servicios de salud,Carencia social,17.1,641948
2020,8,Chihuahua,Carencia por acceso a la seguridad social,Carencia social,33.8,1271541
2020,8,Chihuahua,Carencia por calidad y espacios de la vivienda,Carencia social,6,226364
2020,8,Chihuahua,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,4.9,182774
2020,8,Chihuahua,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,13.5,507007
2020,8,Chihuahua,Población con al menos una carencia social,Privación social,49.7,1872393
2020,8,Chihuahua,Población con al menos tres carencias sociales,Privación social,10,376786
2020,8,Chihuahua,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,9,337180
2020,8,Chihuahua,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,37.6,1417091
2020,9,Ciudad de México,Población en situación de pobreza,Pobreza,32.6,3009394
2020,9,Ciudad de México,Población en situación de pobreza moderada,Pobreza,28.3,2608986
2020,9,Ciudad de México,Población en situación de pobreza extrema,Pobreza,4.3,400408
2020,9,Ciudad de México,Población vulnerable por carencias sociales,Pobreza,21.3,1970467
2020,9,Ciudad de México,Población vulnerable por ingresos,Pobreza,11.2,1034459
2020,9,Ciudad de México,Población no pobre y no vulnerable,Pobreza,34.8,3215684
2020,9,Ciudad de México,Rezago educativo,Carencia social,9.5,878033
2020,9,Ciudad de México,Carencia por acceso a los servicios de salud,Carencia social,26.7,2468221
2020,9,Ciudad de México,Carencia por acceso a la seguridad social,Carencia social,40.7,3759928
2020,9,Ciudad de México,Carencia por calidad y espacios de la vivienda,Carencia social,5.1,467090
2020,9,Ciudad de México,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,3.1,282186
2020,9,Ciudad de México,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,17.8,1643829
2020,9,Ciudad de México,Población con al menos una carencia social,Privación social,54,4979861
2020,9,Ciudad de México,Población con al menos tres carencias sociales,Privación social,11.7,1080108
2020,9,Ciudad de México,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,11.8,1089209
2020,9,Ciudad de México,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,43.8,4043853
2020,10,Durango,Población en situación de pobreza,Pobreza,38.7,715539
2020,10,Durango,Población en situación de pobreza moderada,Pobreza,34.4,635936
2020,10,Durango,Población en situación de pobreza extrema,Pobreza,4.3,79603
2020,10,Durango,Población vulnerable por carencias sociales,Pobreza,23.3,430765
2020,10,Durango,Población vulnerable por ingresos,Pobreza,12.4,228898
2020,10,Durango,Población no pobre y no vulnerable,Pobreza,25.6,474134
2020,10,Durango,Rezago educativo,Carencia social,16.9,312984
2020,10,Durango,Carencia por acceso a los servicios de salud,Carencia social,22.9,423467
2020,10,Durango,Carencia por acceso a la seguridad social,Carencia social,45.7,845579
2020,10,Durango,Carencia por calidad y espacios de la vivienda,Carencia social,5.8,107581
2020,10,Durango,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,5.9,109394
2020,10,Durango,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,18.9,349608
2020,10,Durango,Población con al menos una carencia social,Privación social,62,1146304
2020,10,Durango,Población con al menos tres carencias sociales,Privación social,13.5,250300
2020,10,Durango,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,14,259492
2020,10,Durango,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,51.1,944437
2020,11,Guanajuato,Población en situación de pobreza,Pobreza,42.7,2649643
2020,11,Guanajuato,Población en situación de pobreza moderada,Pobreza,38.2,2368492
2020,11,Guanajuato,Población en situación de pobreza extrema,Pobreza,4.5,281151
2020,11,Guanajuato,Población vulnerable por carencias sociales,Pobreza,28.2,1745480
2020,11,Guanajuato,Población vulnerable por ingresos,Pobreza,8.4,519830
2020,11,Guanajuato,Población no pobre y no vulnerable,Pobreza,20.7,1284146
2020,11,Guanajuato,Rezago educativo,Carencia social,23.2,1437120
2020,11,Guanajuato,Carencia por acceso a los servicios de salud,Carencia social,24.8,1540402
2020,11,Guanajuato,Carencia por acceso a la seguridad social,Carencia social,51.9,3215483
2020,11,Guanajuato,Carencia por calidad y espacios de la vivienda,Carencia social,5.9,368457
2020,11,Guanajuato,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,10.5,648506
2020,11,Guanajuato,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,24.6,1527964
2020,11,Guanajuato,Población con al menos una carencia social,Privación social,70.9,4395123
2020,11,Guanajuato,Población con al menos tres carencias sociales,Privación social,18.4,1143553
2020,11,Guanajuato,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,11.8,734566
2020,11,Guanajuato,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,51.1,3169473
2020,12,Guerrero,Población en situación de pobreza,Pobreza,66.4,2363188
2020,12,Guerrero,Población en situación de pobreza moderada,Pobreza,40.9,1455559
2020,12,Guerrero,Población en situación de pobreza extrema,Pobreza,25.5,907629
2020,12,Guerrero,Población vulnerable por carencias sociales,Pobreza,21.7,771047
2020,12,Guerrero,Población vulnerable por ingresos,Pobreza,4,142676
2020,12,Guerrero,Población no pobre y no vulnerable,Pobreza,7.9,281801
2020,12,Guerrero,Rezago educativo,Carencia social,26.6,945050
2020,12,Guerrero,Carencia por acceso a los servicios de salud,Carencia social,33.5,1191391
2020,12,Guerrero,Carencia por acceso a la seguridad social,Carencia social,73.5,2616161
2020,12,Guerrero,Carencia por calidad y espacios de la vivienda,Carencia social,25.9,923255
2020,12,Guerrero,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,56.3,2003055
2020,12,Guerrero,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,36.1,1282988
2020,12,Guerrero,Población con al menos una carencia social,Privación social,88.1,3134235
2020,12,Guerrero,Población con al menos tres carencias sociales,Privación social,51.9,1846396
2020,12,Guerrero,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,34.8,1240187
2020,12,Guerrero,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,70.4,2505864
2020,13,Hidalgo,Población en situación de pobreza,Pobreza,50.8,1570598
2020,13,Hidalgo,Población en situación de pobreza moderada,Pobreza,42.6,1318604
2020,13,Hidalgo,Población en situación de pobreza extrema,Pobreza,8.1,251994
2020,13,Hidalgo,Población vulnerable por carencias sociales,Pobreza,26.8,830553
2020,13,Hidalgo,Población vulnerable por ingresos,Pobreza,6.5,199891
2020,13,Hidalgo,Población no pobre y no vulnerable,Pobreza,16,493684
2020,13,Hidalgo,Rezago educativo,Carencia social,18.9,583418
2020,13,Hidalgo,Carencia por acceso a los servicios de salud,Carencia social,26.9,833295
2020,13,Hidalgo,Carencia por acceso a la seguridad social,Carencia social,66.6,2061946
2020,13,Hidalgo,Carencia por calidad y espacios de la vivienda,Carencia social,7.9,243988
2020,13,Hidalgo,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,20.5,635072
2020,13,Hidalgo,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,28.5,882203
2020,13,Hidalgo,Población con al menos una carencia social,Privación social,77.6,2401151
2020,13,Hidalgo,Población con al menos tres carencias sociales,Privación social,25.6,793312
2020,13,Hidalgo,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,16.9,522375
2020,13,Hidalgo,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,57.2,1770489
2020,14,Jalisco,Población en situación de pobreza,Pobreza,31.4,2633427
2020,14,Jalisco,Población en situación de pobreza moderada,Pobreza,28.4,2381596
2020,14,Jalisco,Población en situación de pobreza extrema,Pobreza,3,251831
2020,14,Jalisco,Población vulnerable por carencias sociales,Pobreza,28.4,2376580
2020,14,Jalisco,Población vulnerable por ingresos,Pobreza,9.8,817594
2020,14,Jalisco,Población no pobre y no vulnerable,Pobreza,30.5,2554970
2020,14,Jalisco,Rezago educativo,Carencia social,18.5,1550204
2020,14,Jalisco,Carencia por acceso a los servicios de salud,Carencia social,32.1,2689828
2020,14,Jalisco,Carencia por acceso a la seguridad social,Carencia social,44.4,3722016
2020,14,Jalisco,Carencia por calidad y espacios de la vivienda,Carencia social,6.3,527891
2020,14,Jalisco,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,5.4,451243
2020,14,Jalisco,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,14.8,1242431
2020,14,Jalisco,Población con al menos una carencia social,Privación social,59.8,5010007
2020,14,Jalisco,Población con al menos tres carencias sociales,Privación social,15.7,1311947
2020,14,Jalisco,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,7.4,620841
2020,14,Jalisco,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,41.2,3451021
2020,15,México,Población en situación de pobreza,Pobreza,48.9,8342500
2020,15,México,Población en situación de pobreza moderada,Pobreza,40.7,6940589
2020,15,México,Población en situación de pobreza extrema,Pobreza,8.2,1401911
2020,15,México,Población vulnerable por carencias sociales,Pobreza,18.1,3090045
2020,15,México,Población vulnerable por ingresos,Pobreza,11.8,2014757
2020,15,México,Población no pobre y no vulnerable,Pobreza,21.2,3625397
2020,15,México,Rezago educativo,Carencia social,14.1,2409219
2020,15,México,Carencia por acceso a los servicios de salud,Carencia social,34.2,5845005
2020,15,México,Carencia por acceso a la seguridad social,Carencia social,52.7,9005317
2020,15,México,Carencia por calidad y espacios de la vivienda,Carencia social,7.2,1227474
2020,15,México,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,9.9,1686613
2020,15,México,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,24.2,4131151
2020,15,México,Población con al menos una carencia social,Privación social,67,11432545
2020,15,México,Población con al menos tres carencias sociales,Privación social,20.4,3474781
2020,15,México,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,19.5,3322753
2020,15,México,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,60.7,10357257
2020,16,Michoacán,Población en situación de pobreza,Pobreza,44.5,2133721
2020,16,Michoacán,Población en situación de pobreza moderada,Pobreza,36.9,1769972
2020,16,Michoacán,Población en situación de pobreza extrema,Pobreza,7.6,363749
2020,16,Michoacán,Población vulnerable por carencias sociales,Pobreza,33.9,1623180
2020,16,Michoacán,Población vulnerable por ingresos,Pobreza,5.3,255793
2020,16,Michoacán,Población no pobre y no vulnerable,Pobreza,16.3,781184
2020,16,Michoacán,Rezago educativo,Carencia social,29.4,1410325
2020,16,Michoacán,Carencia por acceso a los servicios de salud,Carencia social,38.7,1853078
2020,16,Michoacán,Carencia por acceso a la seguridad social,Carencia social,64.3,3081438
2020,16,Michoacán,Carencia por calidad y espacios de la vivienda,Carencia social,11.6,556458
2020,16,Michoacán,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,16.9,810926
2020,16,Michoacán,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,23.3,1118592
2020,16,Michoacán,Población con al menos una carencia social,Privación social,78.4,3756901
2020,16,Michoacán,Población con al menos tres carencias sociales,Privación social,30.4,1458675
2020,16,Michoacán,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,14.5,694736
2020,16,Michoacán,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,49.8,2389514
2020,17,Morelos,Población en situación de pobreza,Pobreza,50.9,1006726
2020,17,Morelos,Población en situación de pobreza moderada,Pobreza,42.5,839912
2020,17,Morelos,Población en situación de pobreza extrema,Pobreza,8.4,166814
2020,17,Morelos,Población vulnerable por carencias sociales,Pobreza,23.7,468573
2020,17,Morelos,Población vulnerable por ingresos,Pobreza,9.1,179855
2020,17,Morelos,Población no pobre y no vulnerable,Pobreza,16.2,320919
2020,17,Morelos,Rezago educativo,Carencia social,17.7,350607
2020,17,Morelos,Carencia por acceso a los servicios de salud,Carencia social,31.8,627846
2020,17,Morelos,Carencia por acceso a la seguridad social,Carencia social,60.1,1188537
2020,17,Morelos,Carencia por calidad y espacios de la vivienda,Carencia social,9.1,178963
2020,17,Morelos,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,17.9,354305
2020,17,Morelos,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,24.4,481429
2020,17,Morelos,Población con al menos una carencia social,Privación social,74.7,1475299
2020,17,Morelos,Población con al menos tres carencias sociales,Privación social,23.9,472423
2020,17,Morelos,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,20.1,396735
2020,17,Morelos,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,60,1186581
2020,18,Nayarit,Población en situación de pobreza,Pobreza,30.4,376572
2020,18,Nayarit,Población en situación de pobreza moderada,Pobreza,26.6,329574
2020,18,Nayarit,Población en situación de pobreza extrema,Pobreza,3.8,46998
2020,18,Nayarit,Población vulnerable por carencias sociales,Pobreza,35.4,438122
2020,18,Nayarit,Población vulnerable por ingresos,Pobreza,7.1,87429
2020,18,Nayarit,Población no pobre y no vulnerable,Pobreza,27.2,336379
2020,18,Nayarit,Rezago educativo,Carencia social,18.3,226152
2020,18,Nayarit,Carencia por acceso a los servicios de salud,Carencia social,24.7,306261
2020,18,Nayarit,Carencia por acceso a la seguridad social,Carencia social,48,594121
2020,18,Nayarit,Carencia por calidad y espacios de la vivienda,Carencia social,7.2,88703
2020,18,Nayarit,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,11.8,146046
2020,18,Nayarit,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,20.4,253073
2020,18,Nayarit,Población con al menos una carencia social,Privación social,65.8,814694
2020,18,Nayarit,Población con al menos tres carencias sociales,Privación social,16.7,207016
2020,18,Nayarit,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,9.7,120452
2020,18,Nayarit,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,37.5,464001
2020,19,Nuevo León,Población en situación de pobreza,Pobreza,24.3,1424966
2020,19,Nuevo León,Población en situación de pobreza moderada,Pobreza,22.2,1301106
2020,19,Nuevo León,Población en situación de pobreza extrema,Pobreza,2.1,123860
2020,19,Nuevo León,Población vulnerable por carencias sociales,Pobreza,24.5,1433255
2020,19,Nuevo León,Población vulnerable por ingresos,Pobreza,11.3,662785
2020,19,Nuevo León,Población no pobre y no vulnerable,Pobreza,39.9,2335724
2020,19,Nuevo León,Rezago educativo,Carencia social,14.4,841569
2020,19,Nuevo León,Carencia por acceso a los servicios de salud,Carencia social,21.5,1260647
2020,19,Nuevo León,Carencia por acceso a la seguridad social,Carencia social,31.9,1865385
2020,19,Nuevo León,Carencia por calidad y espacios de la vivienda,Carencia social,3.9,229071
2020,19,Nuevo León,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,2.3,137090
2020,19,Nuevo León,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,14.7,861878
2020,19,Nuevo León,Población con al menos una carencia social,Privación social,48.8,2858221
2020,19,Nuevo León,Población con al menos tres carencias sociales,Privación social,9.3,542477
2020,19,Nuevo León,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,7.3,430037
2020,19,Nuevo León,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,35.6,2087751
2020,20,Oaxaca,Población en situación de pobreza,Pobreza,61.7,2569823
2020,20,Oaxaca,Población en situación de pobreza moderada,Pobreza,41,1709359
2020,20,Oaxaca,Población en situación de pobreza extrema,Pobreza,20.6,860464
2020,20,Oaxaca,Población vulnerable por carencias sociales,Pobreza,25.3,1052354
2020,20,Oaxaca,Población vulnerable por ingresos,Pobreza,2.4,101417
2020,20,Oaxaca,Población no pobre y no vulnerable,Pobreza,10.7,443850
2020,20,Oaxaca,Rezago educativo,Carencia social,29.6,1233407
2020,20,Oaxaca,Carencia por acceso a los servicios de salud,Carencia social,36.9,1538865
2020,20,Oaxaca,Carencia por acceso a la seguridad social,Carencia social,73,3042098
2020,20,Oaxaca,Carencia por calidad y espacios de la vivienda,Carencia social,22.7,946060
2020,20,Oaxaca,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,53.7,2237461
2020,20,Oaxaca,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,33.3,1386193
2020,20,Oaxaca,Población con al menos una carencia social,Privación social,86.9,3622177
2020,20,Oaxaca,Población con al menos tres carencias sociales,Privación social,50.8,2115167
2020,20,Oaxaca,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,28.7,1196864
2020,20,Oaxaca,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,64.1,2671240
2020,21,Puebla,Población en situación de pobreza,Pobreza,62.4,4136558
2020,21,Puebla,Población en situación de pobreza moderada,Pobreza,49.7,3292236
2020,21,Puebla,Población en situación de pobreza extrema,Pobreza,12.7,844322
2020,21,Puebla,Población vulnerable por carencias sociales,Pobreza,17.9,1183029
2020,21,Puebla,Población vulnerable por ingresos,Pobreza,7.5,497513
2020,21,Puebla,Población no pobre y no vulnerable,Pobreza,12.2,808591
2020,21,Puebla,Rezago educativo,Carencia social,23.2,1534209
2020,21,Puebla,Carencia por acceso a los servicios de salud,Carencia social,32,2120681
2020,21,Puebla,Carencia por acceso a la seguridad social,Carencia social,68.9,4562838
2020,21,Puebla,Carencia por calidad y espacios de la vivienda,Carencia social,10.4,685935
2020,21,Puebla,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,26.2,1735048
2020,21,Puebla,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,30.8,2041511
2020,21,Puebla,Población con al menos una carencia social,Privación social,80.3,5319587
2020,21,Puebla,Población con al menos tres carencias sociales,Privación social,32.6,2160093
2020,21,Puebla,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,26.2,1737174
